# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 24 07:25:19 2026
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%CP%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1468.01,243185500,CP,01h06m36.93s,16.6538720,+19d13m29.71s,19.2249190,-41.4650000,0.227,-0.227,0,-222.6970000,0.103,-0.103,0,2459450.3560250,0.001480,-0.001480,0,15.5324385,0.0000326,-0.0000326,0,1.7640717,0.2603204,-0.2603204,0,2937.4953214,149.5777900,-149.5777900,0,2.0135760,0.5510085,-0.5510085,0,2.1399188,,,,308.4743596,,,,10.8858000,0.008,-0.008,0,24.7399000,0.0468000,-0.0468000,0,3382.0000000,157.0000000,-157.0000000,0,4.8553200,0.0010873,-0.0010873,0,0.3693060,0.0109220,-0.0109220,0,2019-12-05 16:42:06,2023-03-03 12:03:04
1468.02,243185500,CP,01h06m36.93s,16.6538720,+19d13m29.71s,19.2249190,-41.4650000,0.227,-0.227,0,-222.6970000,0.103,-0.103,0,2459448.3081560,0.001520,-0.001520,0,1.8805310,0.0000068,-0.0000068,0,1.1911684,0.1537562,-0.1537562,0,1214.0066593,99.6946900,-99.6946900,0,1.4548629,0.1742698,-0.1742698,0,35.7280633,,,,623.5511988,,,,10.8858000,0.008,-0.008,0,24.7399000,0.0468000,-0.0468000,0,3382.0000000,157.0000000,-157.0000000,0,4.8553200,0.0010873,-0.0010873,0,0.3693060,0.0109220,-0.0109220,0,2019-12-05 16:42:06,2023-03-03 12:03:04
1470.01,284441182,CP,00h40m21.39s,10.0891430,+61d12m48.19s,61.2133870,48.5760000,0.044,-0.044,0,-55.6020000,0.043,-0.043,0,2459883.4436140,0.002270,-0.002270,0,2.5272822,0.0003859,-0.0003859,0,1.2658610,0.4127218,-0.4127218,0,1847.4872236,195.6722900,-195.6722900,0,2.2007181,1.1227379,-1.1227379,0,45.3608214,,,,661.8963360,,,,11.4752000,0.007,-0.007,0,51.9503000,0.0745000,-0.0745000,0,3624.0000000,157.0000000,-157.0000000,0,4.7460700,0.0077232,-0.0077232,0,0.4901200,0.0145314,-0.0145314,0,2019-12-05 16:42:06,2023-06-16 12:02:57
1471.01,306263608,CP,02h03m37.2s,30.9050060,+21d16m52.78s,21.2813270,158.8240000,0.069,-0.069,0,107.6750000,0.060,-0.060,0,2460221.5034390,0.010929,-0.010929,0,20.7724316,0.0002213,-0.0002213,0,5.5080000,0.9430000,-0.9430000,0,1415.0000000,137.6080000,-137.6080000,0,3.9157600,0.2676840,-0.2676840,0,209.7220000,,,,1060.0000000,,,,8.5725000,0.006,-0.006,0,67.5478000,0.1562500,-0.1562500,0,5625.5600000,114.2320000,-114.2320000,0,4.4679800,0.0745542,-0.0745542,0,0.9700000,0.0400000,-0.0400000,0,2019-12-05 16:42:06,2023-12-06 16:02:01
1471.02,306263608,CP,02h03m37.2s,30.9050060,+21d16m52.78s,21.2813270,158.8240000,0.069,-0.069,0,107.6750000,0.060,-0.060,0,2459462.5167200,0.002353,-0.002353,0,52.5637056,0.0004228,-0.0004228,0,6.5000000,0.8670000,-0.8670000,0,1193.0000000,45.8759000,-45.8759000,0,3.2837200,0.1700490,-0.1700490,0,14.3711000,,,,542.0000000,,,,8.5725000,0.006,-0.006,0,67.5478000,0.1562500,-0.1562500,0,5625.5600000,114.2320000,-114.2320000,0,4.4679800,0.0745542,-0.0745542,0,0.9700000,0.0400000,-0.0400000,0,2022-03-24 21:52:14,2023-12-06 16:02:01
1472.01,306955329,CP,00h56m27.42s,14.1142610,+48d38m15.06s,48.6375170,103.3720000,0.093,-0.093,0,-13.4290000,0.092,-0.092,0,2459885.5687840,0.002879,-0.002879,0,6.3634106,0.0000083,-0.0000083,0,2.6923020,0.1102313,-0.1102313,0,2368.6952027,97.5737300,-97.5737300,0,4.4784698,0.3744701,-0.3744701,0,110.0200699,,,,826.0146095,,,,10.5508000,0.006,-0.006,0,121.8400000,1.3170000,-1.3170000,0,5103.0000000,131.4420000,-131.4420000,0,4.5025700,0.0887877,-0.0887877,0,0.8594830,0.0540654,-0.0540654,0,2019-12-05 16:42:06,2025-04-20 12:03:53
1473.01,352413427,CP,01h02m23.55s,15.5981440,+37d11m07.58s,37.1854390,-9.8760000,0.068,-0.068,0,-10.1300000,0.064,-0.064,0,2460608.8523450,0.001829,-0.001829,0,5.2544884,0.0000106,-0.0000106,0,2.8980000,0.2520000,-0.2520000,0,567.0000000,22.1750000,-22.1750000,0,2.1916000,0.1141080,-0.1141080,0,284.9410000,,,,1144.0000000,,,,8.2970000,0.006,-0.006,0,67.6203000,0.2046500,-0.2046500,0,5958.0000000,121.2560000,-121.2560000,0,4.4821700,0.0757701,-0.0757701,0,0.9900000,0.0400000,-0.0400000,0,2019-12-05 16:42:06,2025-05-02 16:23:22
1478.01,409794137,CP,08h25m44.1s,126.4337430,-13d33m34.37s,-13.5595480,-8.2770000,0.058,-0.058,0,67.9430000,0.046,-0.046,0,2459982.2363470,0.001144,-0.001144,0,10.1802014,0.0000152,-0.0000152,0,4.6130000,0.8340000,-0.8340000,0,11500.0000000,2982.1800000,-2982.1800000,0,12.3422000,1.6935000,-1.6935000,0,261.0130000,,,,1119.0000000,,,,10.2042000,0.006,-0.006,0,152.8920000,0.9100000,-0.9100000,0,5623.0000000,125.6000000,-125.6000000,0,4.4000000,0.0800000,-0.0800000,0,1.0400000,0.0500000,-0.0500000,0,2019-12-05 19:41:20,2023-03-27 10:10:16
148.01,393940766,CP,22h33m16.99s,338.3208030,-38d09m35.38s,-38.1598280,22.3480000,0.070,-0.070,0,-25.8390000,0.072,-0.072,0,2459062.2611220,0.000827,-0.000827,0,4.8670758,0.0000080,-0.0000080,0,3.1883546,0.1599112,-0.1599112,0,4965.8114653,184.6431600,-184.6431600,0,8.2198581,0.6923561,-0.6923561,0,463.1192532,,,,1183.1585831,,,,11.7835000,0.006,-0.006,0,395.2570000,9.7290000,-9.7290000,0,5814.3000000,793.8000000,-793.8000000,0,4.3400000,2.0000000,-2.0000000,0,1.1500000,0.0600000,-0.0600000,0,2018-09-05 18:52:24,2026-03-09 10:08:01
1493.01,15692883,CP,01h09m53.94s,17.4747400,+25d40m53.94s,25.6816490,-24.1730000,0.091,-0.091,0,-10.7020000,0.074,-0.074,0,2460602.6323710,0.001032,-0.001032,0,5.1479050,0.0000075,-0.0000075,0,5.4050000,0.8020000,-0.8020000,0,3710.0000000,4.5681400,-4.5681400,0,18.0411000,1.1074200,-1.1074200,0,1594.7600000,,,,1760.0000000,,,,9.7116000,0.010,-0.010,0,371.4140000,6.1705000,-6.1705000,0,6064.0000000,131.7000000,-131.7000000,0,3.5700000,0.0800000,-0.0800000,0,2.9000000,0.1400000,-0.1400000,0,2019-12-05 21:41:09,2025-05-02 16:23:22
1494.01,411608801,CP,01h15m58.87s,18.9953120,+21d37m00.86s,21.6169060,21.6720000,0.078,-0.078,0,-9.2210000,0.068,-0.068,0,2459856.4165470,0.000579,-0.000579,0,5.0267996,0.0000069,-0.0000069,0,2.7540440,0.0358662,-0.0358662,0,6358.0060702,74.3024500,-74.3024500,0,12.9814741,0.5946677,-0.5946677,0,853.1354811,,,,1378.3967823,,,,10.3002000,0.009,-0.009,0,278.5140000,3.3470000,-3.3470000,0,6434.0000000,129.5000000,-129.5000000,0,4.2100000,0.0900000,-0.0900000,0,1.4782799,0.0664975,-0.0664975,0,2019-12-05 21:41:09,2023-06-13 16:02:07
150.01,271893367,CP,07h31m51.7s,112.9654210,-73d36m21.73s,-73.6060360,-15.2150000,0.029,-0.029,0,27.1440000,0.033,-0.033,0,2459995.6456280,0.001422,-0.001422,0,5.8574075,0.0000031,-0.0000031,0,5.8548029,0.0247202,-0.0247202,0,6489.7302346,26.9651100,-26.9651100,0,13.8892762,0.6163222,-0.6163222,0,750.9220273,,,,1335.1143401,,,,10.9031000,0.006,-0.006,0,336.2670000,1.9160000,-1.9160000,0,5982.9000000,108.8000000,-108.8000000,0,4.0300000,0.0800000,-0.0800000,0,1.6798700,0.0741256,-0.0741256,0,2018-09-05 18:34:59,2023-10-05 14:31:09
1516.01,376637093,CP,22h40m20.31s,340.0846200,+69d30m13.43s,69.5037310,16.2230000,0.041,-0.041,0,-1.3250000,0.041,-0.041,0,2460449.2013880,0.000095,-0.000095,0,2.0560153,0.0000002,-0.0000002,0,2.7730000,0.0510000,-0.0510000,0,17453.0000000,61.2207000,-61.2207000,0,17.2767000,0.7430320,-0.7430320,0,1899.8300000,,,,1839.0000000,,,,10.3770000,0.006,-0.006,0,247.0540000,1.3610000,-1.3610000,0,6485.0000000,136.0000000,-136.0000000,0,4.3700000,0.0900000,-0.0900000,0,1.2400000,0.0500000,-0.0500000,0,2019-12-05 21:41:10,2024-08-24 10:08:02
1518.01,427761355,CP,23h29m04.21s,352.2675210,+67d02m05.3s,67.0348060,-7.4440000,0.055,-0.055,0,-4.8840000,0.053,-0.053,0,2459854.4145800,0.000124,-0.000124,0,1.9026060,0.0000074,-0.0000074,0,2.3653693,0.0059376,-0.0059376,0,8984.9897271,29.3847180,-29.3847180,0,19.5765040,1.5065590,-1.5065590,0,17123.0054990,,,,2917.5260913,,,,8.7512700,0.006,-0.006,0,225.8880000,1.6780000,-1.6780000,0,9918.0000000,1388.8000000,-1388.8000000,0,4.3200000,0.1500000,-0.1500000,0,1.8224100,0.1402010,-0.1402010,0,2019-12-05 21:41:10,2023-06-13 16:02:07
157.01,140691463,CP,04h54m48.35s,73.7014400,-76d40m50.18s,-76.6806060,11.7120000,0.035,-0.035,0,-18.9220000,0.050,-0.050,0,2458543.3383240,0.000062,-0.000062,0,2.0845434,0.0000003,-0.0000003,0,2.0170380,0.0082005,-0.0082005,0,12504.8250190,43.4935950,-43.4935950,0,13.4432705,0.7049504,-0.7049504,0,1085.4942586,,,,1463.9513087,,,,12.0166000,0.006,-0.006,0,355.6830000,2.8260000,-2.8260000,0,5638.0000000,133.9000000,-133.9000000,0,4.3500000,0.0800000,-0.0800000,0,1.1064600,0.0579346,-0.0579346,0,2018-09-05 18:34:59,2024-02-15 10:08:02
159.01,394657039,CP,03h27m07.74s,51.7822680,-78d32m59.39s,-78.5498310,11.6160000,0.057,-0.057,0,1.9590000,0.043,-0.043,0,2459382.2327090,0.000428,-0.000428,0,3.7628372,0.0000032,-0.0000032,0,3.9560000,0.0190000,-0.0190000,0,11360.0000000,0.1893200,-0.1893200,0,17.3305867,0.7854587,-0.7854587,0,1797.8272074,,,,1660.7594667,,,,10.5132000,0.006,-0.006,0,347.5930000,2.5190000,-2.5190000,0,6979.2000000,136.5000000,-136.5000000,0,4.2200000,0.0900000,-0.0900000,0,1.5874600,0.0717136,-0.0717136,0,2018-09-05 18:52:24,2026-05-07 12:03:59
1601.01,139375960,CP,02h33m26.78s,38.3615690,+41d00m48.36s,41.0134320,21.7080000,0.095,-0.095,0,-0.8740000,0.090,-0.090,0,2458793.2772800,0.001270,-0.001270,0,5.3315500,0.0005200,-0.0005200,0,6.1910000,0.1500000,-0.1500000,0,4220.0000000,0.4676790,-0.4676790,0,14.6101000,0.7936980,-0.7936980,0,1071.4200000,,,,1593.0000000,,,,10.1035000,0.007,-0.007,0,336.6080000,8.1935000,-8.1935000,0,5917.0000000,125.8000000,-125.8000000,0,3.7800000,0.0800000,-0.0800000,0,2.2200000,0.1200000,-0.1200000,0,2019-12-19 20:58:22,2022-01-12 12:02:22
1605.01,101037590,CP,03h37m55.41s,54.4808900,+33d04m47.63s,33.0798970,-40.3650000,0.106,-0.106,0,8.7670000,0.062,-0.062,0,2459896.1326450,0.000841,-0.000841,0,8.7094632,0.0000145,-0.0000145,0,3.0270000,0.6930000,-0.6930000,0,4510.0000000,7151.7200000,-7151.7200000,0,20.9625000,5.3577000,-5.3577000,0,327.4720000,,,,1185.0000000,,,,9.6292400,0.006,-0.006,0,159.7480000,1.5125000,-1.5125000,0,5597.0000000,146.5000000,-146.5000000,0,4.0300000,0.0800000,-0.0800000,0,1.5900000,0.0800000,-0.0800000,0,2019-12-19 20:58:22,2024-02-13 12:03:01
1611.01,264678534,CP,21h40m48.39s,325.2016450,+84d20m01.54s,84.3337610,345.1780000,0.067,-0.067,0,63.0440000,0.070,-0.070,0,2460643.4864530,0.000798,-0.000798,0,16.2016817,0.0000128,-0.0000128,0,2.7920000,0.4160000,-0.4160000,0,885.0000000,20.2232000,-20.2232000,0,2.3810100,0.1661840,-0.1661840,0,28.0911000,,,,641.0000000,,,,7.5825000,0.006,-0.006,0,28.2938000,0.0312000,-0.0312000,0,5071.0000000,141.3000000,-141.3000000,0,4.5800000,0.0900000,-0.0900000,0,0.7800000,0.0500000,-0.0500000,0,2019-12-19 20:58:22,2025-07-23 10:08:02
163.01,179317684,CP,05h19m04.38s,79.7682530,-71d53m43.9s,-71.8955270,7.1400000,0.067,-0.067,0,16.3740000,0.078,-0.078,0,2458544.6702930,0.000100,-0.000100,0,4.2311173,0.0000006,-0.0000006,0,4.3531635,0.0134884,-0.0134884,0,7261.2759361,19.8174110,-19.8174110,0,14.6260711,0.6878666,-0.6878666,0,1489.1126253,,,,1584.3518526,,,,10.8719000,0.006,-0.006,0,411.7190000,8.0100000,-8.0100000,0,6671.0000000,130.6000000,-130.6000000,0,4.1400000,0.0900000,-0.0900000,0,1.6640199,0.0781055,-0.0781055,0,2018-09-05 18:34:59,2024-02-15 10:08:02
1630.01,317597583,CP,23h28m04s,352.0166760,+75d33m09.39s,75.5526070,-5.2470000,0.048,-0.048,0,-34.3790000,0.039,-0.039,0,2460654.5671850,0.001997,-0.001997,0,12.0557353,0.0000224,-0.0000224,0,1.9590000,0.4090000,-0.4090000,0,807.0000000,47.8582000,-47.8582000,0,2.3917300,0.1472460,-0.1472460,0,19.3677000,,,,584.0000000,,,,8.9943000,0.006,-0.006,0,66.0929000,0.1289500,-0.1289500,0,5504.0000000,129.9000000,-129.9000000,0,4.5800000,0.0800000,-0.0800000,0,0.8300000,0.0400000,-0.0400000,0,2020-01-14 19:46:38,2025-07-23 10:08:02
1634.01,201186294,CP,03h45m33.75s,56.3906100,+37d06m44.21s,37.1122800,81.6430000,0.081,-0.081,0,13.4860000,0.058,-0.058,0,2458791.5150010,0.001337,-0.001337,0,0.9893300,0.0001055,-0.0001055,0,1.0357615,0.3979622,-0.3979622,0,1519.6695870,132.8973400,-132.8973400,0,1.8303854,1.7299397,-1.7299397,0,122.2150262,,,,848.0098579,,,,11.0136000,0.007,-0.007,0,35.2736000,0.0526500,-0.0526500,0,3455.0000000,157.0000000,-157.0000000,0,4.7679800,0.0065403,-0.0065403,0,0.4652580,0.0136292,-0.0136292,0,2020-01-14 19:46:38,2021-10-29 12:59:15
1640.01,396562848,CP,02h57m21.33s,44.3388740,+76d33m05.06s,76.5514050,691.0360000,0.051,-0.051,0,-399.6850000,0.052,-0.052,0,2459767.3731060,0.001241,-0.001241,0,1.9495403,0.0000032,-0.0000032,0,0.8060618,0.0487166,-0.0487166,0,2089.2444115,86.6690600,-86.6690600,0,1.3929217,0.0707066,-0.0707066,0,23.3722044,,,,560.7827791,,,,11.0548000,0.007,-0.007,0,18.2276000,0.0110000,-0.0110000,0,3414.0000000,157.0000000,-157.0000000,0,4.9729200,0.0116277,-0.0116277,0,0.2601870,0.0078434,-0.0078434,0,2020-01-14 19:46:38,2024-01-31 12:03:06
1648.01,376353509,CP,03h01m36.28s,45.4011790,+69d13m47.73s,69.2299240,16.3250000,0.036,-0.036,0,5.4320000,0.050,-0.050,0,2460467.8809260,0.002017,-0.002017,0,7.3315684,0.0000140,-0.0000140,0,1.2870000,0.4080000,-0.4080000,0,893.0000000,98.6813000,-98.6813000,0,2.7743300,0.2406070,-0.2406070,0,27.4026000,,,,637.0000000,,,,9.5831000,0.006,-0.006,0,69.8350000,0.1643000,-0.1643000,0,4871.6000000,52.4000000,-52.4000000,0,4.4800000,0.0900000,-0.0900000,0,0.8400000,0.0600000,-0.0600000,0,2020-01-29 22:18:55,2025-12-03 12:04:45
1659.01,288631580,CP,18h31m42.05s,277.9251940,+82d18m21.42s,82.3059490,6.7210000,0.039,-0.039,0,47.7120000,0.040,-0.040,0,2459757.3563210,0.002937,-0.002937,0,5.8775548,0.0000128,-0.0000128,0,2.9027641,0.1618857,-0.1618857,0,412.2881337,30.5480460,-30.5480460,0,2.1822904,0.3097249,-0.3097249,0,267.1706249,,,,1031.1383185,,,,9.5690600,0.006,-0.006,0,122.4940000,0.3070000,-0.3070000,0,5977.0000000,130.6000000,-130.6000000,0,4.4700000,0.0800000,-0.0800000,0,1.0056800,0.0478392,-0.0478392,0,2020-01-29 22:18:55,2025-04-20 12:03:53
1669.01,428679607,CP,03h03m49.55s,45.9564740,+83d35m14.74s,83.5874270,91.7320000,0.046,-0.046,0,-34.4320000,0.046,-0.046,0,2460660.8236830,0.001842,-0.001842,0,2.6800536,0.0000048,-0.0000048,0,1.7580000,0.3530000,-0.3530000,0,456.0000000,21.0246000,-21.0246000,0,2.3437000,0.1291520,-0.1291520,0,342.9970000,,,,1198.0000000,,,,9.5290600,0.006,-0.006,0,111.2760000,0.3695000,-0.3695000,0,5550.0000000,134.2000000,-134.2000000,0,4.3700000,0.0800000,-0.0800000,0,1.0700000,0.0500000,-0.0500000,0,2020-01-29 22:18:55,2025-07-23 16:00:01
1670.01,441739020,CP,17h16m04.14s,259.0172520,+72d09m40.25s,72.1611810,-6.0940000,0.050,-0.050,0,5.1540000,0.049,-0.049,0,2460503.1366030,0.000293,-0.000293,0,40.7501028,0.0000137,-0.0000137,0,4.8730000,0.0640000,-0.0640000,0,6026.0000000,46.2246000,-46.2246000,0,10.1271000,0.4411780,-0.4411780,0,14.5514000,,,,544.0000000,,,,9.4682000,0.006,-0.006,0,168.0670000,0.6870000,-0.6870000,0,6453.0000000,195.0000000,-195.0000000,0,5.2000400,0.3748510,-0.3748510,0,1.3100000,0.0600000,-0.0600000,0,2020-01-29 22:18:55,2024-11-14 10:08:02
1670.02,441739020,CP,17h16m04.14s,259.0172520,+72d09m40.25s,72.1611810,-6.0940000,0.050,-0.050,0,5.1540000,0.049,-0.049,0,2460468.3610280,0.003571,-0.003571,0,10.9836724,0.0000417,-0.0000417,0,2.6360000,0.9200000,-0.9200000,0,315.0000000,32.9562000,-32.9562000,0,2.3561600,0.1778990,-0.1778990,0,196.6940000,,,,1043.0000000,,,,9.4682000,0.006,-0.006,0,168.0670000,0.6870000,-0.6870000,0,6453.0000000,195.0000000,-195.0000000,0,5.2000400,0.3748510,-0.3748510,0,1.3100000,0.0600000,-0.0600000,0,2020-07-16 04:56:45,2024-08-24 10:08:02
1680.01,259168516,CP,19h29m15.35s,292.3139790,+65d58m25.69s,65.9738020,56.5740000,0.104,-0.104,0,-131.3320000,0.094,-0.094,0,2459657.3940710,0.002761,-0.002761,0,4.8026561,0.0000053,-0.0000053,0,1.1658648,0.1640252,-0.1640252,0,4358.1157678,180.4584800,-180.4584800,0,1.4202459,0.3005025,-0.3005025,0,4.4510969,,,,370.4558970,,,,13.3081000,0.007,-0.007,0,37.2209000,0.0615500,-0.0615500,0,3231.0000000,157.0000000,-157.0000000,0,5.0406400,0.0219142,-0.0219142,0,0.2134590,0.0064024,-0.0064024,0,2020-01-30 21:16:42,2023-07-21 12:03:15
1683.01,58542531,CP,04h23m55.12s,65.9796500,+27d49m20.53s,27.8223700,-16.0200000,0.115,-0.115,0,-40.9520000,0.078,-0.078,0,2458816.4115240,0.000507,-0.000507,0,3.0575240,0.0000038,-0.0000038,0,1.3790503,0.1722501,-0.1722501,0,1117.9638175,47.3679540,-47.3679540,0,2.4878486,0.7306070,-0.7306070,0,122.3379291,,,,848.2229732,,,,9.7940000,0.006,-0.006,0,51.1884000,0.1389000,-0.1389000,0,4402.0000000,126.1000000,-126.1000000,0,4.5900000,0.1100000,-0.1100000,0,0.6950950,0.0594975,-0.0594975,0,2020-01-30 21:16:42,2025-04-20 12:03:53
1685.01,28900646,CP,04h34m22.55s,68.5939530,+43d02m13.34s,43.0370400,37.8180000,0.096,-0.096,0,-86.9120000,0.059,-0.059,0,2459910.9380930,0.001780,-0.001780,0,0.6691449,0.0000097,-0.0000097,0,0.9921631,0.0981001,-0.0981001,0,1254.3711932,91.6647700,-91.6647700,0,1.9200407,0.1498452,-0.1498452,0,204.6910522,,,,964.7048550,,,,11.1117000,0.007,-0.007,0,37.6153000,0.0726500,-0.0726500,0,3457.0000000,157.0000000,-157.0000000,0,4.7705000,0.0066353,-0.0066353,0,0.4624080,0.0137310,-0.0137310,0,2020-01-30 21:16:42,2023-06-13 16:02:07
169.01,183120439,CP,01h07m06.89s,16.7786880,-75d11m56.2s,-75.1989450,20.2250000,0.050,-0.050,0,-15.6070000,0.048,-0.048,0,2459062.7180520,0.001266,-0.001266,0,2.2554459,0.0000045,-0.0000045,0,1.6678604,0.0460371,-0.0460371,0,5283.7103901,144.0119300,-144.0119300,0,11.0535293,0.5730389,-0.5730389,0,1472.0095217,,,,1579.7828847,,,,11.7880000,0.006,-0.006,0,407.8400000,4.1945000,-4.1945000,0,5817.0000000,126.7000000,-126.7000000,0,4.2300000,0.0700000,-0.0700000,0,1.2966100,0.0621181,-0.0621181,0,2018-09-05 18:52:24,2022-10-17 16:02:02
1690.01,267574918,CP,18h57m39.76s,284.4156750,+53d30m32.49s,53.5090240,240.7590000,0.148,-0.148,0,-52.5140000,0.143,-0.143,0,2459419.9873510,0.034628,-0.034628,0,1.4079369,0.0000034,-0.0000034,0,0.3063531,0.0248100,-0.0248100,0,484643.7441389,21153.9880000,-21153.9880000,0,,,,0,1652.8943345,,,,1626.2264571,,,,16.3380000,0.006,-0.006,0,24.7359000,0.0434000,-0.0434000,0,5780.0000000,,,0,4.4380000,,,0,,,,0,2020-01-30 21:16:42,2023-06-13 16:02:07
1691.01,268334473,CP,18h09m36.99s,272.4041180,+86d51m37.23s,86.8603430,-25.6450000,0.048,-0.048,0,161.9590000,0.050,-0.050,0,2460458.3064870,0.002111,-0.002111,0,16.7368995,0.0000400,-0.0000400,0,4.5610000,0.8130000,-0.8130000,0,989.0000000,29.7876000,-29.7876000,0,2.8801500,0.1558670,-0.1558670,0,80.3869000,,,,834.0000000,,,,9.5263600,0.006,-0.006,0,111.4450000,0.3685000,-0.3685000,0,5759.0000000,186.8020000,-186.8020000,0,4.4476700,0.0798184,-0.0798184,0,1.0000000,0.0500000,-0.0500000,0,2020-01-30 21:16:42,2025-04-20 12:03:53
